,country,sector,year,1K_tonne_oil_equivalent
1207,Belgium,commercial and public services,2015,"4,545.362"
1208,Bulgaria,commercial and public services,2015,"1,078.658"
1209,Czechia,commercial and public services,2015,"2,977.367"
1210,Denmark,commercial and public services,2015,"1,896.040"
1211,Germany (until 1990 former territory of the FRG),commercial and public services,2015,"32,224.811"
1212,Estonia,commercial and public services,2015,465.395
1213,Ireland,commercial and public services,2015,"1,606.738"
1214,Greece,commercial and public services,2015,"1,874.935"
1215,Spain,commercial and public services,2015,"10,603.319"
1216,France,commercial and public services,2015,"22,128.070"
1217,Croatia,commercial and public services,2015,763.126
1218,Italy,commercial and public services,2015,"15,391.466"
1219,Cyprus,commercial and public services,2015,206.645
1220,Latvia,commercial and public services,2015,586.308
1221,Lithuania,commercial and public services,2015,574.923
1222,Luxembourg,commercial and public services,2015,396.876
1223,Hungary,commercial and public services,2015,"2,203.657"
1224,Malta,commercial and public services,2015,120.944
1225,Netherlands,commercial and public services,2015,"6,763.946"
1226,Austria,commercial and public services,2015,"2,478.658"
1227,Poland,commercial and public services,2015,"7,842.255"
1228,Portugal,commercial and public services,2015,"2,356.381"
1229,Romania,commercial and public services,2015,"1,761.969"
1230,Slovenia,commercial and public services,2015,454.503
1231,Slovakia,commercial and public services,2015,"1,299.549"
1232,Finland,commercial and public services,2015,"2,736.874"
1233,Sweden,commercial and public services,2015,"4,022.234"
1234,Iceland,commercial and public services,2015,396.585
1235,Norway,commercial and public services,2015,"2,847.460"
1236,United Kingdom,commercial and public services,2015,"16,841.958"
1237,Montenegro,commercial and public services,2015,70.372
1238,North Macedonia,commercial and public services,2015,211.872
1239,Albania,commercial and public services,2015,196.902
1240,Serbia,commercial and public services,2015,874.645
1241,Turkey,commercial and public services,2015,"12,194.776"
1242,Bosnia and Herzegovina,commercial and public services,2015,357.703
1243,Kosovo (under United Nations Security Council Resolution 1244/99),commercial and public services,2015,148.344
1244,Moldova,commercial and public services,2015,246.475
1245,Ukraine,commercial and public services,2015,"3,888.355"
1246,Georgia,commercial and public services,2015,402.614
1247,European Union - 27 countries (from 2020),households,2015,"245,033.471"
1248,European Union - 28 countries (2013-2020),households,2015,"282,290.489"
1249,Euro area - 19 countries  (from 2015),households,2015,"189,410.638"
1250,Belgium,households,2015,"8,270.398"
1251,Bulgaria,households,2015,"2,192.912"
1252,Czechia,households,2015,"6,769.510"
1253,Denmark,households,2015,"4,442.024"
1254,Germany (until 1990 former territory of the FRG),households,2015,"54,959.824"
1255,Estonia,households,2015,857.435
1256,Ireland,households,2015,"2,784.618"
1257,Greece,households,2015,"4,460.625"
1258,Spain,households,2015,"15,000.785"
1259,France,households,2015,"40,164.690"
1260,Croatia,households,2015,"2,429.885"
1261,Italy,households,2015,"32,494.483"
1262,Cyprus,households,2015,326.614
1263,Latvia,households,2015,"1,105.582"
1264,Lithuania,households,2015,"1,359.131"
1265,Luxembourg,households,2015,510.934
1266,Hungary,households,2015,"5,969.813"
1267,Malta,households,2015,79.865
1268,Netherlands,households,2015,"9,547.146"
1269,Austria,households,2015,"6,631.937"
1270,Poland,households,2015,"19,032.330"
1271,Portugal,households,2015,"2,751.749"
1272,Romania,households,2015,"7,375.183"
1273,Slovenia,households,2015,"1,166.185"
1274,Slovakia,households,2015,"1,987.662"
1275,Finland,households,2015,"4,950.975"
1276,Sweden,households,2015,"7,411.176"
1277,Iceland,households,2015,392.234
1278,Norway,households,2015,"4,393.705"
1279,United Kingdom,households,2015,"37,257.018"
1280,Montenegro,households,2015,265.421
1281,North Macedonia,households,2015,531.060
1282,Albania,households,2015,532.287
1283,Serbia,households,2015,"2,826.151"
1284,Turkey,households,2015,"20,153.330"
1285,Bosnia and Herzegovina,households,2015,"1,113.030"
1286,Kosovo (under United Nations Security Council Resolution 1244/99),households,2015,476.388
1287,Moldova,households,2015,"1,179.946"
1288,Ukraine,households,2015,"16,551.870"
1289,Georgia,households,2015,"1,201.348"
1290,European Union - 27 countries (from 2020),total,2016,"928,356.477"
1291,European Union - 28 countries (2013-2020),total,2016,"1,050,242.569"
1292,Euro area - 19 countries  (from 2015),total,2016,"738,409.130"
1293,Belgium,total,2016,"33,384.377"
1294,Bulgaria,total,2016,"9,517.950"
1295,Czechia,total,2016,"23,690.581"
1296,Denmark,total,2016,"13,791.494"
1297,Germany (until 1990 former territory of the FRG),total,2016,"203,605.861"
1298,Estonia,total,2016,"2,794.403"
1299,Ireland,total,2016,"10,869.181"
1300,Greece,total,2016,"15,879.176"
1301,Spain,total,2016,"77,961.510"
1302,France,total,2016,"143,642.749"
1303,Croatia,total,2016,"6,531.665"
1304,Italy,total,2016,"111,554.603"
1305,Cyprus,total,2016,"1,490.606"
1306,Latvia,total,2016,"3,697.443"
1307,Lithuania,total,2016,"5,003.215"
1308,Luxembourg,total,2016,"3,538.285"
1309,Hungary,total,2016,"17,306.290"
1310,Malta,total,2016,458.759
1311,Netherlands,total,2016,"44,661.736"
1312,Austria,total,2016,"26,095.895"
1313,Poland,total,2016,"65,136.436"
1314,Portugal,total,2016,"15,640.739"
1315,Romania,total,2016,"21,935.250"
1316,Slovenia,total,2016,"4,893.658"
1317,Slovakia,total,2016,"9,225.739"
1318,Finland,total,2016,"24,011.195"
1319,Sweden,total,2016,"32,037.681"
1320,Iceland,total,2016,"2,801.368"
1321,Norway,total,2016,"18,968.724"
1322,United Kingdom,total,2016,"121,886.092"
1323,Montenegro,total,2016,688.761
1324,North Macedonia,total,2016,"1,847.733"
1325,Albania,total,2016,"1,900.345"
1326,Serbia,total,2016,"8,206.431"
1327,Turkey,total,2016,"90,318.129"
1328,Bosnia and Herzegovina,total,2016,"3,543.934"
1329,Kosovo (under United Nations Security Council Resolution 1244/99),total,2016,"1,433.037"
1330,Moldova,total,2016,"2,457.919"
1331,Ukraine,total,2016,"48,826.188"
1332,Georgia,total,2016,"4,096.820"
1333,European Union - 27 countries (from 2020),industry sector,2016,"236,350.402"
1334,European Union - 28 countries (2013-2020),industry sector,2016,"257,655.368"
1335,Euro area - 19 countries  (from 2015),industry sector,2016,"188,137.240"
1336,Belgium,industry sector,2016,"10,648.658"
1337,Bulgaria,industry sector,2016,"2,655.459"
1338,Czechia,industry sector,2016,"6,407.645"
1339,Denmark,industry sector,2016,"2,209.481"
1340,Germany (until 1990 former territory of the FRG),industry sector,2016,"56,677.082"
1341,Estonia,industry sector,2016,457.325
1342,Ireland,industry sector,2016,"2,095.790"
1343,Greece,industry sector,2016,"3,073.122"
1344,Spain,industry sector,2016,"18,022.679"
1345,France,industry sector,2016,"28,603.787"
1346,Croatia,industry sector,2016,"1,057.393"
1347,Italy,industry sector,2016,"25,088.949"
1348,Cyprus,industry sector,2016,215.369
1349,Latvia,industry sector,2016,748.954
1350,Lithuania,industry sector,2016,988.969
1351,Luxembourg,industry sector,2016,674.057
1352,Hungary,industry sector,2016,"3,995.724"
1353,Malta,industry sector,2016,54.925
1354,Netherlands,industry sector,2016,"13,715.400"
1355,Austria,industry sector,2016,"7,608.787"
1356,Poland,industry sector,2016,"14,652.420"
1357,Portugal,industry sector,2016,"4,381.447"
1358,Romania,industry sector,2016,"6,263.796"
1359,Slovenia,industry sector,2016,"1,242.337"
1360,Slovakia,industry sector,2016,"3,308.576"
1361,Finland,industry sector,2016,"10,531.027"
1362,Sweden,industry sector,2016,"10,971.244"
1363,Iceland,industry sector,2016,"1,344.211"
1364,Norway,industry sector,2016,"5,943.194"
1365,United Kingdom,industry sector,2016,"21,304.966"
1366,Montenegro,industry sector,2016,120.024
1367,North Macedonia,industry sector,2016,441.263
1368,Albania,industry sector,2016,286.652
1369,Serbia,industry sector,2016,"2,174.147"
1370,Turkey,industry sector,2016,"26,330.093"
1371,Bosnia and Herzegovina,industry sector,2016,754.104
1372,Kosovo (under United Nations Security Council Resolution 1244/99),industry sector,2016,281.257
1373,Moldova,industry sector,2016,196.056
1374,Ukraine,industry sector,2016,"15,512.409"
1375,Georgia,industry sector,2016,678.504
1376,European Union - 27 countries (from 2020),transport sector,2016,"279,232.923"
1377,European Union - 28 countries (2013-2020),transport sector,2016,"321,052.553"
1378,Euro area - 19 countries  (from 2015),transport sector,2016,"227,430.521"
1379,Belgium,transport sector,2016,"9,010.221"
1380,Bulgaria,transport sector,2016,"3,268.077"
1381,Czechia,transport sector,2016,"6,417.093"
1382,Denmark,transport sector,2016,"4,290.759"
1383,Germany (until 1990 former territory of the FRG),transport sector,2016,"56,556.589"
1384,Estonia,transport sector,2016,776.895
1385,Ireland,transport sector,2016,"4,093.107"
1386,Greece,transport sector,2016,"5,897.048"
1387,Spain,transport sector,2016,"30,615.879"
1388,France,transport sector,2016,"45,825.065"
1389,Croatia,transport sector,2016,"2,044.565"
1390,Italy,transport sector,2016,"35,814.501"
1391,Cyprus,transport sector,2016,658.147
1392,Latvia,transport sector,2016,"1,033.562"
1393,Lithuania,transport sector,2016,"1,864.513"
1394,Luxembourg,transport sector,2016,"1,907.809"
1395,Hungary,transport sector,2016,"4,261.856"
1396,Malta,transport sector,2016,199.742
1397,Netherlands,transport sector,2016,"10,399.097"
1398,Austria,transport sector,2016,"8,594.468"
1399,Poland,transport sector,2016,"18,557.186"
1400,Portugal,transport sector,2016,"5,690.973"
1401,Romania,transport sector,2016,"5,738.034"
1402,Slovenia,transport sector,2016,"1,882.533"
1403,Slovakia,transport sector,2016,"2,429.877"
1404,Finland,transport sector,2016,"4,180.495"
1405,Sweden,transport sector,2016,"7,224.832"
1406,Iceland,transport sector,2016,333.071
1407,Norway,transport sector,2016,"4,995.767"
1408,United Kingdom,transport sector,2016,"41,819.630"
1409,Montenegro,transport sector,2016,219.419
1410,North Macedonia,transport sector,2016,679.961
1411,Albania,transport sector,2016,832.543
1412,Serbia,transport sector,2016,"2,029.445"
1413,Turkey,transport sector,2016,"27,030.056"
1414,Bosnia and Herzegovina,transport sector,2016,"1,196.912"
1415,Kosovo (under United Nations Security Council Resolution 1244/99),transport sector,2016,395.981
1416,Moldova,transport sector,2016,682.370
1417,Ukraine,transport sector,2016,"9,133.661"
1418,Georgia,transport sector,2016,"1,524.342"
1419,European Union - 27 countries (from 2020),commercial and public services,2016,"131,271.586"
1420,European Union - 28 countries (2013-2020),commercial and public services,2016,"149,364.006"
1421,Euro area - 19 countries  (from 2015),commercial and public services,2016,"107,595.724"
1422,Belgium,commercial and public services,2016,"4,580.278"
1423,Bulgaria,commercial and public services,2016,"1,157.041"
1424,Czechia,commercial and public services,2016,"3,091.444"
1425,Denmark,commercial and public services,2016,"1,930.367"
1426,Germany (until 1990 former territory of the FRG),commercial and public services,2016,"31,804.396"
1427,Estonia,commercial and public services,2016,498.236
1428,Ireland,commercial and public services,2016,"1,640.338"
1429,Greece,commercial and public services,2016,"2,037.527"
1430,Spain,commercial and public services,2016,"11,230.659"
1431,France,commercial and public services,2016,"22,216.184"
1432,Croatia,commercial and public services,2016,780.375
1433,Italy,commercial and public services,2016,"15,439.966"
1434,Cyprus,commercial and public services,2016,221.247
1435,Latvia,commercial and public services,2016,592.494
1436,Lithuania,commercial and public services,2016,602.552
1437,Luxembourg,commercial and public services,2016,400.157
1438,Hungary,commercial and public services,2016,"2,190.526"
1439,Malta,commercial and public services,2016,118.292
1440,Netherlands,commercial and public services,2016,"6,798.368"
1441,Austria,commercial and public services,2016,"2,434.731"
1442,Poland,commercial and public services,2016,"8,502.840"
1443,Portugal,commercial and public services,2016,"2,289.624"
1444,Romania,commercial and public services,2016,"1,806.394"
1445,Slovenia,commercial and public services,2016,492.427
1446,Slovakia,commercial and public services,2016,"1,308.325"
1447,Finland,commercial and public services,2016,"2,889.923"
1448,Sweden,commercial and public services,2016,"4,216.875"
1449,Iceland,commercial and public services,2016,422.665
1450,Norway,commercial and public services,2016,"3,078.745"
1451,United Kingdom,commercial and public services,2016,"18,092.420"
1452,Montenegro,commercial and public services,2016,79.372
1453,North Macedonia,commercial and public services,2016,212.935
1454,Albania,commercial and public services,2016,179.342
1455,Serbia,commercial and public services,2016,886.391
1456,Turkey,commercial and public services,2016,"12,415.869"
1457,Bosnia and Herzegovina,commercial and public services,2016,435.411
1458,Kosovo (under United Nations Security Council Resolution 1244/99),commercial and public services,2016,177.055
1459,Moldova,commercial and public services,2016,258.611
1460,Ukraine,commercial and public services,2016,"4,671.814"
1461,Georgia,commercial and public services,2016,433.638
1462,European Union - 27 countries (from 2020),households,2016,"251,999.871"
1463,European Union - 28 countries (2013-2020),households,2016,"289,970.557"
1464,Euro area - 19 countries  (from 2015),households,2016,"194,529.844"
1465,Belgium,households,2016,"8,313.535"
1466,Bulgaria,households,2016,"2,252.111"
1467,Czechia,households,2016,"7,090.172"
1468,Denmark,households,2016,"4,585.623"
1469,Germany (until 1990 former territory of the FRG),households,2016,"56,963.580"
1470,Estonia,households,2016,930.578
1471,Ireland,households,2016,"2,813.460"
1472,Greece,households,2016,"4,348.678"
1473,Spain,households,2016,"15,208.978"
1474,France,households,2016,"42,121.486"
1475,Croatia,households,2016,"2,408.902"
1476,Italy,households,2016,"32,185.101"
1477,Cyprus,households,2016,335.594
1478,Latvia,households,2016,"1,143.483"
1479,Lithuania,households,2016,"1,433.211"
1480,Luxembourg,households,2016,527.363
1481,Hungary,households,2016,"6,172.733"
1482,Malta,households,2016,77.575
1483,Netherlands,households,2016,"9,839.336"
1484,Austria,households,2016,"6,909.468"
1485,Poland,households,2016,"19,886.419"
1486,Portugal,households,2016,"2,819.484"
1487,Romania,households,2016,"7,414.920"
1488,Slovenia,households,2016,"1,186.482"
1489,Slovakia,households,2016,"2,030.217"
1490,Finland,households,2016,"5,342.235"
1491,Sweden,households,2016,"7,659.147"
1492,Iceland,households,2016,423.296
1493,Norway,households,2016,"4,466.484"
1494,United Kingdom,households,2016,"37,970.686"
1495,Montenegro,households,2016,264.617
1496,North Macedonia,households,2016,491.613
1497,Albania,households,2016,496.350
1498,Serbia,households,2016,"2,924.257"
1499,Turkey,households,2016,"20,711.118"
1500,Bosnia and Herzegovina,households,2016,"1,139.361"
1501,Kosovo (under United Nations Security Council Resolution 1244/99),households,2016,549.413
1502,Moldova,households,2016,"1,233.669"
1503,Ukraine,households,2016,"17,348.751"
1504,Georgia,households,2016,"1,266.269"
1505,European Union - 27 countries (from 2020),total,2017,"941,117.089"
1506,European Union - 28 countries (2013-2020),total,2017,"1,062,067.836"
1507,Euro area - 19 countries  (from 2015),total,2017,"744,348.409"
1508,Belgium,total,2017,"32,941.969"
1509,Bulgaria,total,2017,"9,742.035"
1510,Czechia,total,2017,"24,440.504"
1511,Denmark,total,2017,"13,825.627"
1512,Germany (until 1990 former territory of the FRG),total,2017,"204,458.528"
1513,Estonia,total,2017,"2,806.495"
1514,Ireland,total,2017,"10,883.007"
1515,Greece,total,2017,"15,720.777"
1516,Spain,total,2017,"79,862.586"
1517,France,total,2017,"142,582.837"
1518,Croatia,total,2017,"6,792.599"
1519,Italy,total,2017,"113,611.214"
1520,Cyprus,total,2017,"1,551.546"
1521,Latvia,total,2017,"3,875.195"
1522,Lithuania,total,2017,"5,239.082"
1523,Luxembourg,total,2017,"3,605.157"
1524,Hungary,total,2017,"17,857.911"
1525,Malta,total,2017,492.380
1526,Netherlands,total,2017,"44,841.898"
1527,Austria,total,2017,"26,499.549"
1528,Poland,total,2017,"69,261.997"
1529,Portugal,total,2017,"15,900.697"
1530,Romania,total,2017,"22,980.154"
1531,Slovenia,total,2017,"4,958.980"
1532,Slovakia,total,2017,"9,903.027"
1533,Finland,total,2017,"24,613.485"
1534,Sweden,total,2017,"31,867.853"
1535,Iceland,total,2017,"2,848.956"
1536,Norway,total,2017,"18,818.276"
1537,United Kingdom,total,2017,"120,950.747"
1538,Montenegro,total,2017,728.889
1539,North Macedonia,total,2017,"1,858.961"
1540,Albania,total,2017,"2,072.725"
1541,Serbia,total,2017,"8,363.238"
1542,Turkey,total,2017,"100,475.004"
1543,Bosnia and Herzegovina,total,2017,"3,497.933"
1544,Kosovo (under United Nations Security Council Resolution 1244/99),total,2017,"1,516.064"
1545,Moldova,total,2017,"2,589.822"
1546,Ukraine,total,2017,"47,345.792"
1547,Georgia,total,2017,"4,135.242"
1548,European Union - 27 countries (from 2020),industry sector,2017,"239,531.518"
1549,European Union - 28 countries (2013-2020),industry sector,2017,"261,157.243"
1550,Euro area - 19 countries  (from 2015),industry sector,2017,"189,133.032"
1551,Belgium,industry sector,2017,"10,473.683"
1552,Bulgaria,industry sector,2017,"2,753.645"
1553,Czechia,industry sector,2017,"6,729.230"
1554,Denmark,industry sector,2017,"2,306.477"
1555,Germany (until 1990 former territory of the FRG),industry sector,2017,"57,146.089"
1556,Estonia,industry sector,2017,462.008
1557,Ireland,industry sector,2017,"2,162.303"
1558,Greece,industry sector,2017,"2,762.817"
1559,Spain,industry sector,2017,"19,413.547"
1560,France,industry sector,2017,"27,616.656"
1561,Croatia,industry sector,2017,"1,148.118"
1562,Italy,industry sector,2017,"24,925.749"
1563,Cyprus,industry sector,2017,234.200
1564,Latvia,industry sector,2017,793.356
1565,Lithuania,industry sector,2017,"1,070.927"
1566,Luxembourg,industry sector,2017,623.256
1567,Hungary,industry sector,2017,"4,265.229"
1568,Malta,industry sector,2017,57.156
1569,Netherlands,industry sector,2017,"13,779.187"
1570,Austria,industry sector,2017,"7,642.705"
1571,Poland,industry sector,2017,"15,840.864"
1572,Portugal,industry sector,2017,"4,525.297"
1573,Romania,industry sector,2017,"6,437.729"
1574,Slovenia,industry sector,2017,"1,295.612"
1575,Slovakia,industry sector,2017,"3,452.442"
1576,Finland,industry sector,2017,"10,696.042"
1577,Sweden,industry sector,2017,"10,917.194"
1578,Iceland,industry sector,2017,"1,394.304"
1579,Norway,industry sector,2017,"6,088.351"
1580,United Kingdom,industry sector,2017,"21,625.725"
1581,Montenegro,industry sector,2017,139.009
1582,North Macedonia,industry sector,2017,388.256
1583,Albania,industry sector,2017,399.256
1584,Serbia,industry sector,2017,"2,266.020"
1585,Turkey,industry sector,2017,"32,121.826"
1586,Bosnia and Herzegovina,industry sector,2017,828.931
1587,Kosovo (under United Nations Security Council Resolution 1244/99),industry sector,2017,313.240
1588,Moldova,industry sector,2017,211.736
1589,Ukraine,industry sector,2017,"15,094.859"
1590,Georgia,industry sector,2017,758.984
1591,European Union - 27 countries (from 2020),transport sector,2017,"284,949.517"
1592,European Union - 28 countries (2013-2020),transport sector,2017,"326,878.421"
1593,Euro area - 19 countries  (from 2015),transport sector,2017,"229,128.783"
1594,Belgium,transport sector,2017,"8,861.220"
1595,Bulgaria,transport sector,2017,"3,324.916"
1596,Czechia,transport sector,2017,"6,617.264"
1597,Denmark,transport sector,2017,"4,296.373"
1598,Germany (until 1990 former territory of the FRG),transport sector,2017,"57,247.225"
1599,Estonia,transport sector,2017,803.862
1600,Ireland,transport sector,2017,"4,052.020"
1601,Greece,transport sector,2017,"5,815.313"
1602,Spain,transport sector,2017,"31,731.648"
1603,France,transport sector,2017,"46,168.258"
1604,Croatia,transport sector,2017,"2,196.674"
1605,Italy,transport sector,2017,"34,525.408"
1606,Cyprus,transport sector,2017,681.155
1607,Latvia,transport sector,2017,"1,080.824"
1608,Lithuania,transport sector,2017,"1,960.025"
1609,Luxembourg,transport sector,2017,"1,967.840"
1610,Hungary,transport sector,2017,"4,496.760"
1611,Malta,transport sector,2017,207.327
1612,Netherlands,transport sector,2017,"10,615.638"
1613,Austria,transport sector,2017,"8,720.727"
1614,Poland,transport sector,2017,"21,431.698"
1615,Portugal,transport sector,2017,"5,788.829"
1616,Romania,transport sector,2017,"6,149.188"
1617,Slovenia,transport sector,2017,"1,934.203"
1618,Slovakia,transport sector,2017,"2,772.655"
1619,Finland,transport sector,2017,"4,194.606"
1620,Sweden,transport sector,2017,"7,307.861"
1621,Iceland,transport sector,2017,352.870
1622,Norway,transport sector,2017,"4,639.827"
1623,United Kingdom,transport sector,2017,"41,928.904"
1624,Montenegro,transport sector,2017,235.525
1625,North Macedonia,transport sector,2017,705.735
1626,Albania,transport sector,2017,831.899
1627,Serbia,transport sector,2017,"2,113.345"
1628,Turkey,transport sector,2017,"28,305.848"
1629,Bosnia and Herzegovina,transport sector,2017,"1,248.920"
1630,Kosovo (under United Nations Security Council Resolution 1244/99),transport sector,2017,410.191
1631,Moldova,transport sector,2017,687.658
1632,Ukraine,transport sector,2017,"9,590.778"
1633,Georgia,transport sector,2017,"1,384.402"
1634,European Union - 27 countries (from 2020),commercial and public services,2017,"134,851.091"
1635,European Union - 28 countries (2013-2020),commercial and public services,2017,"152,790.031"
1636,Euro area - 19 countries  (from 2015),commercial and public services,2017,"111,653.049"
1637,Belgium,commercial and public services,2017,"4,585.579"
1638,Bulgaria,commercial and public services,2017,"1,167.157"
1639,Czechia,commercial and public services,2017,"3,180.772"
1640,Denmark,commercial and public services,2017,"1,983.339"
1641,Germany (until 1990 former territory of the FRG),commercial and public services,2017,"32,018.259"
1642,Estonia,commercial and public services,2017,466.591
1643,Ireland,commercial and public services,2017,"1,631.031"
1644,Greece,commercial and public services,2017,"2,191.693"
1645,Spain,commercial and public services,2017,"11,154.623"
1646,France,commercial and public services,2017,"22,582.068"
1647,Croatia,commercial and public services,2017,817.544
1648,Italy,commercial and public services,2017,"18,242.166"
1649,Cyprus,commercial and public services,2017,229.032
1650,Latvia,commercial and public services,2017,607.014
1651,Lithuania,commercial and public services,2017,633.867
1652,Luxembourg,commercial and public services,2017,455.274
1653,Hungary,commercial and public services,2017,"2,155.149"
1654,Malta,commercial and public services,2017,128.355
1655,Netherlands,commercial and public services,2017,"6,933.815"
1656,Austria,commercial and public services,2017,"2,625.110"
1657,Poland,commercial and public services,2017,"8,044.436"
1658,Portugal,commercial and public services,2017,"2,301.406"
1659,Romania,commercial and public services,2017,"1,858.427"
1660,Slovenia,commercial and public services,2017,480.680
1661,Slovakia,commercial and public services,2017,"1,426.737"
1662,Finland,commercial and public services,2017,"2,959.749"
1663,Sweden,commercial and public services,2017,"3,991.218"
1664,Iceland,commercial and public services,2017,399.349
1665,Norway,commercial and public services,2017,"3,034.593"
1666,United Kingdom,commercial and public services,2017,"17,938.940"
1667,Montenegro,commercial and public services,2017,86.454
1668,North Macedonia,commercial and public services,2017,214.630
1669,Albania,commercial and public services,2017,213.657
1670,Serbia,commercial and public services,2017,939.812
1671,Turkey,commercial and public services,2017,"13,567.210"
1672,Bosnia and Herzegovina,commercial and public services,2017,355.631
1673,Kosovo (under United Nations Security Council Resolution 1244/99),commercial and public services,2017,191.548
1674,Moldova,commercial and public services,2017,256.417
1675,Ukraine,commercial and public services,2017,"4,336.853"
1676,Georgia,commercial and public services,2017,452.855
1677,European Union - 27 countries (from 2020),households,2017,"252,016.895"
1678,European Union - 28 countries (2013-2020),households,2017,"288,789.185"
1679,Euro area - 19 countries  (from 2015),households,2017,"193,820.108"
1680,Belgium,households,2017,"8,180.798"
1681,Bulgaria,households,2017,"2,318.716"
1682,Czechia,households,2017,"7,202.965"
1683,Denmark,households,2017,"4,496.294"
1684,Germany (until 1990 former territory of the FRG),households,2017,"56,542.893"
1685,Estonia,households,2017,940.914
1686,Ireland,households,2017,"2,801.833"
1687,Greece,households,2017,"4,413.305"
1688,Spain,households,2017,"14,619.429"
1689,France,households,2017,"41,389.768"
1690,Croatia,households,2017,"2,392.794"
1691,Italy,households,2017,"32,898.639"
1692,Cyprus,households,2017,345.146
1693,Latvia,households,2017,"1,195.604"
1694,Lithuania,households,2017,"1,455.374"
1695,Luxembourg,households,2017,534.066
1696,Hungary,households,2017,"6,294.138"
1697,Malta,households,2017,91.096
1698,Netherlands,households,2017,"9,627.417"
1699,Austria,households,2017,"6,955.601"
1700,Poland,households,2017,"20,063.013"
1701,Portugal,households,2017,"2,801.785"
1702,Romania,households,2017,"7,732.038"
1703,Slovenia,households,2017,"1,156.364"
1704,Slovakia,households,2017,"2,108.641"
1705,Finland,households,2017,"5,761.435"
1706,Sweden,households,2017,"7,696.829"
1707,Iceland,households,2017,422.526
1708,Norway,households,2017,"4,536.299"
1709,United Kingdom,households,2017,"36,772.290"
1710,Montenegro,households,2017,263.151
1711,North Macedonia,households,2017,529.132
1712,Albania,households,2017,492.580
1713,Serbia,households,2017,"2,853.554"
1714,Turkey,households,2017,"22,167.051"
1715,Bosnia and Herzegovina,households,2017,"1,045.641"
1716,Kosovo (under United Nations Security Council Resolution 1244/99),households,2017,571.465
1717,Moldova,households,2017,"1,316.751"
1718,Ukraine,households,2017,"16,483.165"
1719,Georgia,households,2017,"1,336.297"
1720,European Union - 27 countries (from 2020),total,2018,"940,526.165"
1721,European Union - 28 countries (2013-2020),total,2018,"1,063,109.855"
1722,Euro area - 19 countries  (from 2015),total,2018,"743,025.104"
1723,Belgium,total,2018,"33,177.102"
1724,Bulgaria,total,2018,"9,749.564"
1725,Czechia,total,2018,"24,186.067"
1726,Denmark,total,2018,"13,838.759"
1727,Germany (until 1990 former territory of the FRG),total,2018,"200,929.212"
1728,Estonia,total,2018,"2,886.545"
1729,Ireland,total,2018,"11,387.695"
1730,Greece,total,2018,"15,152.503"
1731,Spain,total,2018,"81,876.074"
1732,France,total,2018,"140,557.760"
1733,Croatia,total,2018,"6,682.495"
1734,Italy,total,2018,"114,296.937"
1735,Cyprus,total,2018,"1,581.273"
1736,Latvia,total,2018,"4,024.765"
1737,Lithuania,total,2018,"5,466.581"
1738,Luxembourg,total,2018,"3,736.445"
1739,Hungary,total,2018,"17,834.133"
1740,Malta,total,2018,514.800
1741,Netherlands,total,2018,"45,322.017"
1742,Austria,total,2018,"26,022.735"
1743,Poland,total,2018,"70,021.068"
1744,Portugal,total,2018,"16,152.622"
1745,Romania,total,2018,"23,444.791"
1746,Slovenia,total,2018,"4,952.728"
1747,Slovakia,total,2018,"9,911.515"
1748,Finland,total,2018,"25,075.795"
1749,Sweden,total,2018,"31,744.184"
1750,Iceland,total,2018,"3,078.878"
1751,Norway,total,2018,"19,096.116"
1752,United Kingdom,total,2018,"122,583.690"
1753,Montenegro,total,2018,729.633
1754,North Macedonia,total,2018,"1,833.160"
1755,Albania,total,2018,"2,119.114"
1756,Serbia,total,2018,"8,435.035"
1757,Turkey,total,2018,"98,632.997"
1758,Bosnia and Herzegovina,total,2018,"4,211.931"
1759,Kosovo (under United Nations Security Council Resolution 1244/99),total,2018,"1,471.026"
1760,Moldova,total,2018,"2,702.596"
1761,Ukraine,total,2018,"48,417.734"
1762,Georgia,total,2018,"4,070.484"
1763,European Union - 27 countries (from 2020),industry sector,2018,"242,390.939"
1764,European Union - 28 countries (2013-2020),industry sector,2018,"264,080.287"
1765,Euro area - 19 countries  (from 2015),industry sector,2018,"191,045.090"
1766,Belgium,industry sector,2018,"10,717.329"
1767,Bulgaria,industry sector,2018,"2,730.580"
1768,Czechia,industry sector,2018,"6,694.209"
1769,Denmark,industry sector,2018,"2,330.566"
1770,Germany (until 1990 former territory of the FRG),industry sector,2018,"57,088.550"
1771,Estonia,industry sector,2018,487.399
1772,Ireland,industry sector,2018,"2,288.134"
1773,Greece,industry sector,2018,"2,738.854"
1774,Spain,industry sector,2018,"20,074.669"
1775,France,industry sector,2018,"28,215.484"
1776,Croatia,industry sector,2018,"1,161.853"
1777,Italy,industry sector,2018,"24,663.854"
1778,Cyprus,industry sector,2018,227.688
1779,Latvia,industry sector,2018,897.892
1780,Lithuania,industry sector,2018,"1,106.588"
1781,Luxembourg,industry sector,2018,632.947
1782,Hungary,industry sector,2018,"4,439.672"
1783,Malta,industry sector,2018,55.581
1784,Netherlands,industry sector,2018,"13,634.091"
1785,Austria,industry sector,2018,"7,544.193"
1786,Poland,industry sector,2018,"16,363.158"
1787,Portugal,industry sector,2018,"4,553.901"
1788,Romania,industry sector,2018,"6,612.433"
1789,Slovenia,industry sector,2018,"1,319.095"
1790,Slovakia,industry sector,2018,"3,662.539"
